Ref_Date,GEO,Geographical classification,AGE,SEX,UNIT,Vector,Coordinate,Value
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Both sexes,Statistically different from the peer group rate (number),v53826731,3.1.1.6,-1.0
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Both sexes,Statistically different from the peer group rate (number),v53826731,3.1.1.6,-1.0
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Both sexes,Statistically different from the peer group rate (number),v53826731,3.1.1.6,-1.0
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Both sexes,Statistically different from reference period five years previous (number),v53826732,3.1.1.7,..
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Both sexes,Statistically different from reference period five years previous (number),v53826732,3.1.1.7,-1.0
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Both sexes,Statistically different from reference period five years previous (number),v53826732,3.1.1.7,..
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Both sexes,Statistically different from reference period five years previous (number),v53826732,3.1.1.7,..
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Life expectancy,v53826733,3.1.2.1,75.9
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Life expectancy,v53826733,3.1.2.1,75.9
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Life expectancy,v53826733,3.1.2.1,76.3
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Life expectancy,v53826733,3.1.2.1,76.5
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,"Low 95% confidence interval, life expectancy",v53826734,3.1.2.2,75.5
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,"Low 95% confidence interval, life expectancy",v53826734,3.1.2.2,75.5
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,"Low 95% confidence interval, life expectancy",v53826734,3.1.2.2,75.9
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,"Low 95% confidence interval, life expectancy",v53826734,3.1.2.2,76.1
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,"High 95% confidence interval, life expectancy",v53826735,3.1.2.3,76.3
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,"High 95% confidence interval, life expectancy",v53826735,3.1.2.3,76.3
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,"High 95% confidence interval, life expectancy",v53826735,3.1.2.3,76.7
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,"High 95% confidence interval, life expectancy",v53826735,3.1.2.3,76.9
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Statistically different from the Canada rate (number),v53826736,3.1.2.4,-1.0
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Statistically different from the Canada rate (number),v53826736,3.1.2.4,-1.0
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Statistically different from the Canada rate (number),v53826736,3.1.2.4,-1.0
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Statistically different from the Canada rate (number),v53826736,3.1.2.4,-1.0
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Statistically different from the provincial rate (number),v53826737,3.1.2.5,1.0
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Statistically different from the provincial rate (number),v53826737,3.1.2.5,0.0
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Statistically different from the provincial rate (number),v53826737,3.1.2.5,0.0
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Statistically different from the provincial rate (number),v53826737,3.1.2.5,0.0
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Statistically different from the peer group rate (number),v53826738,3.1.2.6,0.0
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Statistically different from the peer group rate (number),v53826738,3.1.2.6,-1.0
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Statistically different from the peer group rate (number),v53826738,3.1.2.6,-1.0
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Statistically different from the peer group rate (number),v53826738,3.1.2.6,-1.0
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Statistically different from reference period five years previous (number),v53826739,3.1.2.7,..
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Statistically different from reference period five years previous (number),v53826739,3.1.2.7,0.0
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Statistically different from reference period five years previous (number),v53826739,3.1.2.7,..
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Males,Statistically different from reference period five years previous (number),v53826739,3.1.2.7,..
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Life expectancy,v53826740,3.1.3.1,81.5
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Life expectancy,v53826740,3.1.3.1,80.5
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Life expectancy,v53826740,3.1.3.1,80.7
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Life expectancy,v53826740,3.1.3.1,81.1
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,"Low 95% confidence interval, life expectancy",v53826741,3.1.3.2,81.1
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,"Low 95% confidence interval, life expectancy",v53826741,3.1.3.2,80.0
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,"Low 95% confidence interval, life expectancy",v53826741,3.1.3.2,80.3
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,"Low 95% confidence interval, life expectancy",v53826741,3.1.3.2,80.7
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,"High 95% confidence interval, life expectancy",v53826742,3.1.3.3,81.9
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,"High 95% confidence interval, life expectancy",v53826742,3.1.3.3,80.9
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,"High 95% confidence interval, life expectancy",v53826742,3.1.3.3,81.1
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,"High 95% confidence interval, life expectancy",v53826742,3.1.3.3,81.5
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Statistically different from the Canada rate (number),v53826743,3.1.3.4,-1.0
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Statistically different from the Canada rate (number),v53826743,3.1.3.4,-1.0
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Statistically different from the Canada rate (number),v53826743,3.1.3.4,-1.0
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Statistically different from the Canada rate (number),v53826743,3.1.3.4,-1.0
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Statistically different from the provincial rate (number),v53826744,3.1.3.5,1.0
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Statistically different from the provincial rate (number),v53826744,3.1.3.5,0.0
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Statistically different from the provincial rate (number),v53826744,3.1.3.5,0.0
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Statistically different from the provincial rate (number),v53826744,3.1.3.5,0.0
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Statistically different from the peer group rate (number),v53826745,3.1.3.6,0.0
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Statistically different from the peer group rate (number),v53826745,3.1.3.6,-1.0
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Statistically different from the peer group rate (number),v53826745,3.1.3.6,-1.0
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Statistically different from the peer group rate (number),v53826745,3.1.3.6,-1.0
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Statistically different from reference period five years previous (number),v53826746,3.1.3.7,..
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Statistically different from reference period five years previous (number),v53826746,3.1.3.7,-1.0
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Statistically different from reference period five years previous (number),v53826746,3.1.3.7,..
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At birth,Females,Statistically different from reference period five years previous (number),v53826746,3.1.3.7,..
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,Life expectancy,v53826747,3.2.1.1,17.9
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,Life expectancy,v53826747,3.2.1.1,17.8
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,Life expectancy,v53826747,3.2.1.1,17.9
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,Life expectancy,v53826747,3.2.1.1,18.1
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,"Low 95% confidence interval, life expectancy",v53826748,3.2.1.2,17.6
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,"Low 95% confidence interval, life expectancy",v53826748,3.2.1.2,17.6
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,"Low 95% confidence interval, life expectancy",v53826748,3.2.1.2,17.7
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,"Low 95% confidence interval, life expectancy",v53826748,3.2.1.2,17.9
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53826749,3.2.1.3,18.1
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53826749,3.2.1.3,18.0
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53826749,3.2.1.3,18.1
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53826749,3.2.1.3,18.3
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,Statistically different from the Canada rate (number),v53826750,3.2.1.4,-1.0
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,Statistically different from the Canada rate (number),v53826750,3.2.1.4,-1.0
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,Statistically different from the Canada rate (number),v53826750,3.2.1.4,-1.0
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,Statistically different from the Canada rate (number),v53826750,3.2.1.4,-1.0
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,Statistically different from the provincial rate (number),v53826751,3.2.1.5,1.0
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,Statistically different from the provincial rate (number),v53826751,3.2.1.5,0.0
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,Statistically different from the provincial rate (number),v53826751,3.2.1.5,0.0
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,Statistically different from the provincial rate (number),v53826751,3.2.1.5,0.0
2000/2002,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,Statistically different from the peer group rate (number),v53826752,3.2.1.6,-1.0
2005/2007,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,Statistically different from the peer group rate (number),v53826752,3.2.1.6,-1.0
2006/2008,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,Statistically different from the peer group rate (number),v53826752,3.2.1.6,-1.0
2007/2009,"Eastern Regional Integrated Health Authority, Newfoundland and Labrador",1011-C,At age 65,Both sexes,Statistically different from the peer group rate (number),v53826752,3.2.1.6,-1.0
